case,enthalpy_kJkg,injection_name,injection_number,diameter_m,diameter_mm,injected_mass_flow_kgs,velocity_mode,normal_speed_ms,z_velocity_ms_source,escaped_kgs,trapped_kgs,incomplete_kgs,escaped_zone_names,trapped_zone_names,incomplete_zone_names,escaped_zone_ids,trapped_zone_ids,incomplete_zone_ids,escaped_zone_breakdown,trapped_zone_breakdown,incomplete_zone_breakdown,escaped_count,trapped_count,incomplete_count,escaped_fraction,notes
Case 4,1600,injection-1,2,2.153741e-05,0.021537,0.780441,face-normal,34.221202,-34.221202,0,0.3682,0.4123,,fluid_outlet,,,8,,,"[{""fate"":""trapped"",""zone_name"":""fluid_outlet"",""zone_id"":""8"",""count"":4104.0,""mass_flow_kgs"":0.3682}]","[{""fate"":""incomplete"",""zone_name"":"""",""zone_id"":"""",""count"":4596.0,""mass_flow_kgs"":0.4123}]",0,4104,4596,0,escaped_kgs set to 0; no escaped fate row in per-injection report
Case 4,1600,injection-2,3,4.307482e-05,0.043075,0.970436,face-normal,34.221202,-34.221202,0,0.468,0.5024,,fluid_outlet,,,8,,,"[{""fate"":""trapped"",""zone_name"":""fluid_outlet"",""zone_id"":""8"",""count"":4196.0,""mass_flow_kgs"":0.468}]","[{""fate"":""incomplete"",""zone_name"":"""",""zone_id"":"""",""count"":4504.0,""mass_flow_kgs"":0.5024}]",0,4196,4504,0,escaped_kgs set to 0; no escaped fate row in per-injection report
Case 4,1600,injection-3,4,8.614965e-05,0.08615,1.952564,face-normal,34.221202,-34.221202,0,0.9662,0.9864,,fluid_outlet,,,8,,,"[{""fate"":""trapped"",""zone_name"":""fluid_outlet"",""zone_id"":""8"",""count"":4305.0,""mass_flow_kgs"":0.9662}]","[{""fate"":""incomplete"",""zone_name"":"""",""zone_id"":"""",""count"":4395.0,""mass_flow_kgs"":0.9864}]",0,4305,4395,0,escaped_kgs set to 0; no escaped fate row in per-injection report
Case 4,1600,injection-4,5,0.0001292245,0.129224,1.952564,face-normal,34.221202,-34.221202,0,0.9839,0.9687,,fluid_outlet,,,8,,,"[{""fate"":""trapped"",""zone_name"":""fluid_outlet"",""zone_id"":""8"",""count"":4384.0,""mass_flow_kgs"":0.9839}]","[{""fate"":""incomplete"",""zone_name"":"""",""zone_id"":"""",""count"":4316.0,""mass_flow_kgs"":0.9687}]",0,4384,4316,0,escaped_kgs set to 0; no escaped fate row in per-injection report
Case 4,1600,injection-5,6,0.0002670639,0.267064,23.384,face-normal,34.221202,-34.221202,0,12.18,11.2,,fluid_outlet,,,8,,,"[{""fate"":""trapped"",""zone_name"":""fluid_outlet"",""zone_id"":""8"",""count"":4532.0,""mass_flow_kgs"":12.18}]","[{""fate"":""incomplete"",""zone_name"":"""",""zone_id"":"""",""count"":4168.0,""mass_flow_kgs"":11.2}]",0,4532,4168,0,escaped_kgs set to 0; no escaped fate row in per-injection report
Case 4,1600,injection-6,7,0.0004307482,0.430748,29.23,face-normal,34.221202,-34.221202,0,15.6,13.63,,fluid_outlet,,,8,,,"[{""fate"":""trapped"",""zone_name"":""fluid_outlet"",""zone_id"":""8"",""count"":4643.0,""mass_flow_kgs"":15.6}]","[{""fate"":""incomplete"",""zone_name"":"""",""zone_id"":"""",""count"":4057.0,""mass_flow_kgs"":13.63}]",0,4643,4057,0,escaped_kgs set to 0; no escaped fate row in per-injection report
Case 4,1600,injection-7,8,0.0006461224,0.646122,29.23,face-normal,34.221202,-34.221202,0,15.95,13.28,,fluid_outlet,,,8,,,"[{""fate"":""trapped"",""zone_name"":""fluid_outlet"",""zone_id"":""8"",""count"":4746.0,""mass_flow_kgs"":15.95}]","[{""fate"":""incomplete"",""zone_name"":"""",""zone_id"":"""",""count"":3954.0,""mass_flow_kgs"":13.28}]",0,4746,3954,0,escaped_kgs set to 0; no escaped fate row in per-injection report
Case 4,1600,injection-8,9,0.00124917,1.24917,29.23,face-normal,34.221202,-34.221202,0,16.72,12.51,,fluid_outlet,,,8,,,"[{""fate"":""trapped"",""zone_name"":""fluid_outlet"",""zone_id"":""8"",""count"":4977.0,""mass_flow_kgs"":16.72}]","[{""fate"":""incomplete"",""zone_name"":"""",""zone_id"":"""",""count"":3723.0,""mass_flow_kgs"":12.51}]",0,4977,3723,0,escaped_kgs set to 0; no escaped fate row in per-injection report
Case 5,1680,injection-0,1,3.885923e-06,0.003886,0.177125,face-normal,37.58013,-37.58013,0.1648,0.0123,0,steam_outlet,fluid_outlet,,7,8,,"[{""fate"":""escaped"",""zone_name"":""steam_outlet"",""zone_id"":""7"",""count"":8096.0,""mass_flow_kgs"":0.1648}]","[{""fate"":""trapped"",""zone_name"":""fluid_outlet"",""zone_id"":""8"",""count"":604.0,""mass_flow_kgs"":0.0123}]",,8096,604,0,0.930416372618,incomplete_kgs set to 0; no incomplete fate row in per-injection report
Case 5,1680,injection-1,2,1.942962e-05,0.01943,0.727575,face-normal,37.58013,-37.58013,0,0.3325,0.3951,,fluid_outlet,,,8,,,"[{""fate"":""trapped"",""zone_name"":""fluid_outlet"",""zone_id"":""8"",""count"":3976.0,""mass_flow_kgs"":0.3325}]","[{""fate"":""incomplete"",""zone_name"":"""",""zone_id"":"""",""count"":4724.0,""mass_flow_kgs"":0.3951}]",0,3976,4724,0,escaped_kgs set to 0; no escaped fate row in per-injection report
Case 5,1680,injection-2,3,3.885923e-05,0.038859,0.9047,face-normal,37.58013,-37.58013,0,0.4247,0.48,,fluid_outlet,,,8,,,"[{""fate"":""trapped"",""zone_name"":""fluid_outlet"",""zone_id"":""8"",""count"":4084.0,""mass_flow_kgs"":0.4247}]","[{""fate"":""incomplete"",""zone_name"":"""",""zone_id"":"""",""count"":4616.0,""mass_flow_kgs"":0.48}]",0,4084,4616,0,escaped_kgs set to 0; no escaped fate row in per-injection report
Case 5,1680,injection-3,4,7.771846e-05,0.077718,1.8203,face-normal,37.58013,-37.58013,0,0.8746,0.9457,,fluid_outlet,,,8,,,"[{""fate"":""trapped"",""zone_name"":""fluid_outlet"",""zone_id"":""8"",""count"":4180.0,""mass_flow_kgs"":0.8746}]","[{""fate"":""incomplete"",""zone_name"":"""",""zone_id"":"""",""count"":4520.0,""mass_flow_kgs"":0.9457}]",0,4180,4520,0,escaped_kgs set to 0; no escaped fate row in per-injection report
Case 5,1680,injection-4,5,0.0001165777,0.116578,1.8203,face-normal,37.58013,-37.58013,0,0.8905,0.9298,,fluid_outlet,,,8,,,"[{""fate"":""trapped"",""zone_name"":""fluid_outlet"",""zone_id"":""8"",""count"":4256.0,""mass_flow_kgs"":0.8905}]","[{""fate"":""incomplete"",""zone_name"":"""",""zone_id"":"""",""count"":4444.0,""mass_flow_kgs"":0.9298}]",0,4256,4444,0,escaped_kgs set to 0; no escaped fate row in per-injection report
Case 5,1680,injection-5,6,0.0002409272,0.240927,21.8,face-normal,37.58013,-37.58013,0,11,10.8,,fluid_outlet,,,8,,,"[{""fate"":""trapped"",""zone_name"":""fluid_outlet"",""zone_id"":""8"",""count"":4388.0,""mass_flow_kgs"":11.0}]","[{""fate"":""incomplete"",""zone_name"":"""",""zone_id"":"""",""count"":4312.0,""mass_flow_kgs"":10.8}]",0,4388,4312,0,escaped_kgs set to 0; no escaped fate row in per-injection report
Case 5,1680,injection-6,7,0.0003885923,0.388592,27.25,face-normal,37.58013,-37.58013,0,14.04,13.21,,fluid_outlet,,,8,,,"[{""fate"":""trapped"",""zone_name"":""fluid_outlet"",""zone_id"":""8"",""count"":4483.0,""mass_flow_kgs"":14.04}]","[{""fate"":""incomplete"",""zone_name"":"""",""zone_id"":"""",""count"":4217.0,""mass_flow_kgs"":13.21}]",0,4483,4217,0,escaped_kgs set to 0; no escaped fate row in per-injection report
Case 5,1680,injection-7,8,0.0005828885,0.582888,27.25,face-normal,37.58013,-37.58013,0,14.32,12.93,,fluid_outlet,,,8,,,"[{""fate"":""trapped"",""zone_name"":""fluid_outlet"",""zone_id"":""8"",""count"":4571.0,""mass_flow_kgs"":14.32}]","[{""fate"":""incomplete"",""zone_name"":"""",""zone_id"":"""",""count"":4129.0,""mass_flow_kgs"":12.93}]",0,4571,4129,0,escaped_kgs set to 0; no escaped fate row in per-injection report
Case 5,1680,injection-8,9,0.001126918,1.126918,27.25,face-normal,37.58013,-37.58013,0,14.92,12.33,,fluid_outlet,,,8,,,"[{""fate"":""trapped"",""zone_name"":""fluid_outlet"",""zone_id"":""8"",""count"":4765.0,""mass_flow_kgs"":14.92}]","[{""fate"":""incomplete"",""zone_name"":"""",""zone_id"":"""",""count"":3935.0,""mass_flow_kgs"":12.33}]",0,4765,3935,0,escaped_kgs set to 0; no escaped fate row in per-injection report
Case 6,1760,injection-0,1,3.53709e-06,0.003537,0.164271,face-normal,40.934817,-40.934817,0.1443,0.01994,7.553e-05,steam_outlet,fluid_outlet,,7,8,,"[{""fate"":""escaped"",""zone_name"":""steam_outlet"",""zone_id"":""7"",""count"":7640.0,""mass_flow_kgs"":0.1443}]","[{""fate"":""trapped"",""zone_name"":""fluid_outlet"",""zone_id"":""8"",""count"":1056.0,""mass_flow_kgs"":0.01994}]","[{""fate"":""incomplete"",""zone_name"":"""",""zone_id"":"""",""count"":4.0,""mass_flow_kgs"":7.553e-05}]",7640,1056,4,0.878426502548,
Case 6,1760,injection-1,2,1.768545e-05,0.017685,0.674776,face-normal,40.934817,-40.934817,0,0.2929,0.3819,,fluid_outlet,,,8,,,"[{""fate"":""trapped"",""zone_name"":""fluid_outlet"",""zone_id"":""8"",""count"":3776.0,""mass_flow_kgs"":0.2929}]","[{""fate"":""incomplete"",""zone_name"":"""",""zone_id"":"""",""count"":4924.0,""mass_flow_kgs"":0.3819}]",0,3776,4924,0,escaped_kgs set to 0; no escaped fate row in per-injection report
Case 6,1760,injection-2,3,3.53709e-05,0.035371,0.839047,face-normal,40.934817,-40.934817,0,0.3878,0.4513,,fluid_outlet,,,8,,,"[{""fate"":""trapped"",""zone_name"":""fluid_outlet"",""zone_id"":""8"",""count"":4021.0,""mass_flow_kgs"":0.3878}]","[{""fate"":""incomplete"",""zone_name"":"""",""zone_id"":"""",""count"":4679.0,""mass_flow_kgs"":0.4513}]",0,4021,4679,0,escaped_kgs set to 0; no escaped fate row in per-injection report
Case 6,1760,injection-3,4,7.074181e-05,0.070742,1.688203,face-normal,40.934817,-40.934817,0,0.7989,0.8893,,fluid_outlet,,,8,,,"[{""fate"":""trapped"",""zone_name"":""fluid_outlet"",""zone_id"":""8"",""count"":4117.0,""mass_flow_kgs"":0.7989}]","[{""fate"":""incomplete"",""zone_name"":"""",""zone_id"":"""",""count"":4583.0,""mass_flow_kgs"":0.8893}]",0,4117,4583,0,escaped_kgs set to 0; no escaped fate row in per-injection report
Case 6,1760,injection-4,5,0.0001061127,0.106113,1.688203,face-normal,40.934817,-40.934817,0,0.8098,0.8784,,fluid_outlet,,,8,,,"[{""fate"":""trapped"",""zone_name"":""fluid_outlet"",""zone_id"":""8"",""count"":4173.0,""mass_flow_kgs"":0.8098}]","[{""fate"":""incomplete"",""zone_name"":"""",""zone_id"":"""",""count"":4527.0,""mass_flow_kgs"":0.8784}]",0,4173,4527,0,escaped_kgs set to 0; no escaped fate row in per-injection report
Case 6,1760,injection-5,6,0.0002192996,0.2193,20.218,face-normal,40.934817,-40.934817,0,9.984,10.23,,fluid_outlet,,,8,,,"[{""fate"":""trapped"",""zone_name"":""fluid_outlet"",""zone_id"":""8"",""count"":4296.0,""mass_flow_kgs"":9.984}]","[{""fate"":""incomplete"",""zone_name"":"""",""zone_id"":"""",""count"":4404.0,""mass_flow_kgs"":10.23}]",0,4296,4404,0,escaped_kgs set to 0; no escaped fate row in per-injection report
Case 6,1760,injection-6,7,0.000353709,0.353709,25.2725,face-normal,40.934817,-40.934817,0,12.72,12.55,,fluid_outlet,,,8,,,"[{""fate"":""trapped"",""zone_name"":""fluid_outlet"",""zone_id"":""8"",""count"":4378.0,""mass_flow_kgs"":12.72}]","[{""fate"":""incomplete"",""zone_name"":"""",""zone_id"":"""",""count"":4322.0,""mass_flow_kgs"":12.55}]",0,4378,4322,0,escaped_kgs set to 0; no escaped fate row in per-injection report
Case 6,1760,injection-7,8,0.0005305636,0.530564,25.2725,face-normal,40.934817,-40.934817,0,12.93,12.34,,fluid_outlet,,,8,,,"[{""fate"":""trapped"",""zone_name"":""fluid_outlet"",""zone_id"":""8"",""count"":4451.0,""mass_flow_kgs"":12.93}]","[{""fate"":""incomplete"",""zone_name"":"""",""zone_id"":"""",""count"":4249.0,""mass_flow_kgs"":12.34}]",0,4451,4249,0,escaped_kgs set to 0; no escaped fate row in per-injection report
