case,enthalpy_kJkg,iterations_completed,liquid_mass_flow_kgs,gas_mass_flow_kgs,dpm_injected_mass_flow_kgs,escaped_kgs,trapped_kgs,incomplete_kgs,escaped_zone_names,trapped_zone_names,incomplete_zone_names,escaped_zone_breakdown,trapped_zone_breakdown,incomplete_zone_breakdown,escaped_count,trapped_count,incomplete_count
Case 2,1440,1500,132.76,64.85,132.76,0.2136,74.53,58.01,steam_outlet,fluid_outlet,,"[{""fate"":""escaped"",""zone_name"":""steam_outlet"",""zone_id"":""7"",""count"":8514.0}]","[{""fate"":""trapped"",""zone_name"":""fluid_outlet"",""zone_id"":""8"",""count"":36808.0}]","[{""fate"":""incomplete"",""zone_name"":"""",""zone_id"":"""",""count"":32978.0}]",8514,36808,32978
