native_iteration,total_liquid_mass_kg,phase2_steamoutlet_flux_kg_s,ewf_film_mass_kg,active_ewf_wall_geometric_area_m2_static,ewf_wetted_area_m2_at_native_13586,ewf_velocity_area_weighted_average_m_s,ewf_maximum_film_thickness_mm
8650,62.96349578664535,-1.731984884957273,3.162279469324685,53.4369522992766,,47.17987277980611,0.3513670526444912
8651,62.96864694933291,-1.731851330375553,3.163063772264461,53.4369522992766,,47.19291349037474,0.3516401629894972
8652,62.97321381641233,-1.733270846176906,3.16385025543085,53.4369522992766,,47.20597051928348,0.3519033780321479
8653,62.95928313472179,-1.730561736478013,3.16463840061163,53.4369522992766,,47.219065711695,0.3521567850839347
8654,62.94377568385286,-1.735410484103643,3.165426032994285,53.4369522992766,,47.23219337718905,0.3524004714563489
8655,62.94778439200844,-1.731680110786661,3.16621024733955,53.4369522992766,,47.24532458338232,0.3526344953570515
8656,62.96898228298441,-1.73680738029379,3.166989538276666,53.4369522992766,,47.25843373033268,0.3528590314090252
8657,62.98046489520346,-1.735240457293154,3.167767071747279,53.4369522992766,,47.27159579667261,0.3530741087161005
8658,62.98972129107629,-1.733375720272899,3.168546500822474,53.4369522992766,,47.28474543032083,0.3532798145897686
8659,62.99146839296439,-1.733628347208985,3.169331410594597,53.4369522992766,,47.2979016672824,0.3534762945491821
8660,62.9999882102886,-1.739241721582271,3.170119718117748,53.4369522992766,,47.3110431054001,0.3536636068020016
8661,62.99180331087852,-1.733348264201087,3.170910140073152,53.4369522992766,,47.32420470353279,0.3538418677635491
8662,62.97555386895783,-1.73086432246632,3.171699073696635,53.4369522992766,,47.33735120714948,0.3540111356414855
8663,62.96648556390457,-1.730162353908568,3.172479714519165,53.4369522992766,,47.35042467483122,0.3541715268511325
8664,62.96142811658729,-1.732410107068069,3.17325312570085,53.4369522992766,,47.3634479607139,0.3543230704963207
8665,62.96550707835392,-1.731779952045263,3.174024692535962,53.4369522992766,,47.37647492144674,0.3544659120962024
8666,62.98834204810516,-1.735054799963938,3.174800646721184,53.4369522992766,,47.38959178995279,0.3547720843926072
8667,62.9868929570703,-1.734411879014192,3.175582464549624,53.4369522992766,,47.40285625252314,0.3550864348653704
8668,62.99872497744052,-1.740990604465368,3.176366305071264,53.4369522992766,,47.41609338776102,0.3553889400791377
8669,62.98694894930173,-1.730220626759241,3.177148068972163,53.4369522992766,,47.42922264370172,0.3556797746568918
8670,62.97333889884152,-1.730405134705906,3.177927047154305,53.4369522992766,,47.44226271261497,0.3559589968062937
8671,62.97037844049485,-1.734123131305759,3.178702165159807,53.4369522992766,,47.45524585640698,0.3562267811503261
8672,62.97483416152602,-1.734929663999726,3.179475124837441,53.4369522992766,,47.46821913895925,0.3564832150004804
8673,62.96862186036554,-1.728708581692478,3.180247020954746,53.4369522992766,,47.48121894100804,0.3567283565644175
8674,62.95748259762883,-1.735695904526308,3.181018886928038,53.4369522992766,,47.49427343459173,0.3571486158762127
8675,62.9608712265482,-1.729651958912267,3.181791401254516,53.4369522992766,,47.50737412331205,0.3576917806640267
8676,62.98993177873032,-1.733574669021787,3.182565547221731,53.4369522992766,,47.52051626465398,0.3582225472200662
8677,62.97162953172086,-1.732495208670857,3.183344217120019,53.4369522992766,,47.53378173932836,0.3587410901673138
8678,62.95620797431049,-1.732293216146449,3.184126388072614,53.4369522992766,,47.54706668962735,0.359247496817261
8679,62.94879692094972,-1.733382172904691,3.184906221717169,53.4369522992766,,47.56023423616941,0.3597418253775686
8680,62.96233481173318,-1.737433115652839,3.18568112213633,53.4369522992766,,47.57329841402836,0.360224221367389
8681,62.95785953583156,-1.729645957673086,3.18645249666324,53.4369522992766,,47.58632548835627,0.360694742994383
8682,62.96110678323641,-1.729686636340007,3.18722211253951,53.4369522992766,,47.59934032894631,0.361153477570042
8683,62.9734965524223,-1.73410062296186,3.187991838292014,53.4369522992766,,47.61238724155052,0.3616005124058574
8684,62.97230661030451,-1.737387739281445,3.188763560648951,53.4369522992766,,47.62551988534454,0.3620359348133206
8685,62.97871200324195,-1.733217169593855,3.189536387064124,53.4369522992766,,47.63871569010247,0.3624598612077534
8686,62.99330122353651,-1.735386912418958,3.190308739732255,53.4369522992766,,47.65193370448401,0.3628724080044776
8687,62.9853562174971,-1.73550267182091,3.191081792073378,53.4369522992766,,47.66519258109476,0.3632736625149846
8688,62.99483308981531,-1.735334259429463,3.191855785684227,53.4369522992766,,47.67842302734841,0.3636637411545962
8689,62.98324283283331,-1.732103735975788,3.192630109620138,53.4369522992766,,47.69163688954401,0.3640427603386343
8690,62.97599582911592,-1.737004483072152,3.193402175899372,53.4369522992766,,47.70474995081153,0.3644107491709292
8691,62.9791831994981,-1.733337200584562,3.194172921309017,53.4369522992766,,47.71784107052807,0.36476788227446383
8692,62.97393485443274,-1.731805027019222,3.194944210378755,53.4369522992766,,47.7309791756408,0.365114159649238
8693,62.98072091410216,-1.732162460430036,3.195714946287331,53.4369522992766,,47.7441241148145,0.3654497559182346
8694,62.97201638187334,-1.732815683077015,3.196485127704405,53.4369522992766,,47.75728509060627,0.3657747583929449
8695,62.98668886634439,-1.736166685826448,3.197255088553018,53.4369522992766,,47.77046364494837,0.3660892543848604
8696,62.97240532709359,-1.731810258973684,3.198024136605539,53.4369522992766,,47.78366151423583,0.3663933312054724
8697,62.97747330175389,-1.733469192261892,3.198791148679314,53.4369522992766,,47.79680536700013,0.3666871343739331
8698,62.99545862323802,-1.736340617366765,3.199555924224414,53.4369522992766,,47.80992498095762,0.3669707220979035
8699,63.01046247305939,-1.732905022529147,3.200320689305387,53.4369522992766,,47.82305013968269,0.3672442398965359
8700,63.01446985399811,-1.72955617344049,3.201087532273101,53.4369522992766,,47.83621462954004,0.3675077459774911
8701,63.01071106729452,-1.731290446857126,3.201858331273748,53.4369522992766,,47.84947379181497,0.3677613567560911
8702,62.98473172413672,-1.735460586141956,3.20263084981122,53.4369522992766,,47.86273150794685,0.3680051304399967
8703,62.9596491632223,-1.72917315054188,3.203400745227463,53.4369522992766,,47.87593056823181,0.3682392125483602
8704,62.95876290584211,-1.731211136680369,3.204164479251324,53.4369522992766,,47.88903585670114,0.3684636612888426
8705,62.96802709515611,-1.733802399246115,3.204924040518284,53.4369522992766,,47.90208902928193,0.3686785930767655
8706,62.99197396452441,-1.737604063784072,3.205683381935387,53.4369522992766,,47.91512853182432,0.3688840952236205
8707,62.99388738659491,-1.732209372488051,3.206444953216779,53.4369522992766,,47.92820333084185,0.3690803132485598
8708,63.0052473517846,-1.734210146673686,3.207208736994277,53.4369522992766,,47.94130036757927,0.3692672762554139
8709,63.00969189670053,-1.736149400964974,3.207974630610151,53.4369522992766,,47.95443508393208,0.369445129763335
8710,62.98370472393423,-1.735588568377367,3.208742458731219,53.4369522992766,,47.96766175785645,0.3696139610838145
8711,62.96233207461135,-1.730686162164341,3.209508971453033,53.4369522992766,,47.98089057871601,0.3697738284245133
8712,62.959564102545,-1.733748431005466,3.210269296789726,53.4369522992766,,47.99400428526319,0.3699248482007533
8713,62.98417502262217,-1.734685203826358,3.21102489565759,53.4369522992766,,48.00702911785174,0.3700671368278563
8714,62.98757656756197,-1.732002751771963,3.211779614856429,53.4369522992766,,48.0200356861338,0.3702007234096527
8715,62.99415100993508,-1.735422599612309,3.212535772021682,53.4369522992766,,48.03305317038171,0.3703257825691253
8716,62.99150938581254,-1.733658274762229,3.213295812263978,53.4369522992766,,48.04613577518067,0.3704423434101045
8717,62.97853561826626,-1.730764707819923,3.214059994350456,53.4369522992766,,48.05925511676841,0.3705505223479122
8718,62.96287437656569,-1.735313449212586,3.21482163863188,53.4369522992766,,48.07237923869657,0.3706504357978702
8719,62.95940089477926,-1.729879006792137,3.21557817009785,53.4369522992766,,48.08544550642332,0.3707421419676393
8720,62.98740507418144,-1.736376539666812,3.216331456955532,53.4369522992766,,48.09847908338566,0.3708257281687111
8721,62.98266699760359,-1.733465790304173,3.217086617429049,53.4369522992766,,48.11158923045205,0.3709012817125767
8722,62.98391559895848,-1.736913233833166,3.217844306254253,53.4369522992766,,48.12473998501342,0.3709688899107277
8723,62.98963751990824,-1.734858646705929,3.218603181145111,53.4369522992766,,48.13789332911717,0.3710286691784859
8724,62.98912757120402,-1.73366693981421,3.219363429512441,53.4369522992766,,48.15103470943,0.3710807068273425
8725,62.98554517773108,-1.733753831572257,3.22012195959723,53.4369522992766,,48.16411037942007,0.371125090168789
8726,62.98361286846031,-1.73033184332077,3.220875171454722,53.4369522992766,,48.17710963624553,0.3711618774104863
8727,62.99413292602996,-1.732633877549024,3.221624109193562,53.4369522992766,,48.19008094271149,0.3711911558639258
8728,63.02128547620563,-1.737669533900458,3.222374392424253,53.4369522992766,,48.20310798252684,0.3712130419444293
8729,63.00816108492073,-1.735033296603649,3.223132459880492,53.4369522992766,,48.21628429585639,0.37158522172831
8730,63.02417265508532,-1.738522458392997,3.223895928680125,53.4369522992766,,48.22956397240237,0.3719781525433064
8731,62.99835228108706,-1.730400593471026,3.224660263997283,53.4369522992766,,48.24291586928108,0.3723617701325566
8732,63.00377225273098,-1.738367976143019,3.225421540534706,53.4369522992766,,48.25618121923553,0.3727361035998911
8733,62.99414032562072,-1.734620497286461,3.226178268502681,53.4369522992766,,48.26935896590987,0.3731012402568012
8734,63.00791437884466,-1.740385869465513,3.226930777872672,53.4369522992766,,48.28242696924377,0.3734572674147785
8735,63.02393488353432,-1.736785415698404,3.227679914004709,53.4369522992766,,48.2954510885584,0.3738042432814837
8736,63.01895371359532,-1.737626117207791,3.228428955197054,53.4369522992766,,48.30850324591791,0.3741421969607472
8737,63.02060684592697,-1.738935781426929,3.229181206410949,53.4369522992766,,48.32164016320029,0.3744711866602302
8738,63.0113193015849,-1.732015709510609,3.229937964683519,53.4369522992766,,48.3348576252975,0.3747912996914238
8739,63.01274704697423,-1.736245014382509,3.230696096004372,53.4369522992766,,48.34809208307316,0.3751026524696499
8740,63.01791015257282,-1.73865932959206,3.231453102896219,53.4369522992766,,48.3613307740315,0.375405274098739
8741,63.02793831239275,-1.74031302656312,3.232207823979795,53.4369522992766,,48.37452651429833,0.3756992518901825
8742,63.01320059180429,-1.736878741816923,3.232960728090559,53.4369522992766,,48.38769063013612,0.3759847022593021
8743,62.98586980234668,-1.730205503347263,3.233713208007543,53.4369522992766,,48.40088037239757,0.376261625206098
8744,62.98001435634349,-1.733864188387783,3.234463921830103,53.4369522992766,,48.41401835807217,0.3765301371458918
8745,63.00313499936859,-1.740318144802457,3.235211492192715,53.4369522992766,,48.42710942100056,0.3767902671825141
8746,63.03402616116841,-1.73981774069087,3.235958548200032,53.4369522992766,,48.44020485599975,0.3770421608351171
8747,63.02619799562913,-1.735082508053494,3.236708891664954,53.4369522992766,,48.45333212303299,0.3772858181037009
8748,63.00405799220717,-1.738804616496258,3.237460564574291,53.4369522992766,,48.46648086486911,0.3775213262997568
8749,62.99371692613808,-1.736046164320442,3.238211088628969,53.4369522992766,,48.47960493702321,0.3777487727347761
8750,63.01231660226439,-1.739196817922368,3.238959006549583,53.4369522992766,,48.49270220872569,0.3779682156164199
8751,63.00614928525111,-1.733778642180086,3.239706449015234,53.4369522992766,,48.50582125771277,0.3781797422561795
8752,63.03637352511911,-1.743040867046791,3.240454190394034,53.4369522992766,,48.51893759365013,0.3783834108617157
8753,63.02105851216271,-1.739023605143378,3.24120412829104,53.4369522992766,,48.53210271756289,0.3785792796406895
8754,63.00776306807694,-1.738364007685646,3.241954969571145,53.4369522992766,,48.54528256670562,0.3787674359045923
8755,63.01741519751748,-1.73274562835349,3.242702290248731,53.4369522992766,,48.55842369906977,0.3789479378610849
8756,63.03124589072763,-1.739337611271274,3.243446775017354,53.4369522992766,,48.57156432390052,0.3791208728216588
8757,63.04246695671308,-1.737214630894667,3.244191625770414,53.4369522992766,,48.58468820208285,0.3792863280978054
8758,63.01687314616967,-1.734150801309067,3.244937752582693,53.4369522992766,,48.59783182532749,0.3794443618971854
8759,63.00767138527859,-1.736050709718171,3.24568432164562,53.4369522992766,,48.61098240049418,0.3795950033236295
8760,62.99706850166054,-1.737742546557437,3.246429247982951,53.4369522992766,,48.62416293454193,0.3797383687924594
8761,62.99983459766933,-1.736698828484589,3.247172917005894,53.4369522992766,,48.6372745737436,0.3798744583036751
8762,63.01940345834812,-1.732939921501566,3.247914093732537,53.4369522992766,,48.65031140244707,0.3800034464802593
8763,63.01945570269196,-1.730721740154332,3.248654195621464,53.4369522992766,,48.66332667157653,0.3801253333222121
8764,62.99905688806253,-1.734965615610701,3.249395691536273,53.4369522992766,,48.67638221145504,0.3802401770371944
8765,62.98497385127605,-1.735252690102358,3.250138453066966,53.4369522992766,,48.68942833465456,0.3803480649366975
8766,62.99728389426852,-1.737393176165753,3.250879575807017,53.4369522992766,,48.70244022924684,0.3804490843322128
8767,63.0044348967417,-1.734463791127758,3.251620791859875,53.4369522992766,,48.71548892126263,0.3805432643275708
8768,63.02446327252563,-1.738928678383071,3.252361741501327,53.4369522992766,,48.72856891103483,0.3806307213380933
8769,63.01593190538176,-1.734826458903115,3.25310262388173,53.4369522992766,,48.74169060205242,0.3807115135714412
8770,63.02220581293084,-1.736371903612083,3.253844627634431,53.4369522992766,,48.75484611329831,0.3807856992352754
8771,63.01898149792572,-1.736978588537348,3.254588267331505,53.4369522992766,,48.76805664055947,0.3808533074334264
8772,63.02778978227528,-1.741330400531096,3.255332496008324,53.4369522992766,,48.78123237275901,0.380914454581216
8773,63.01365210416308,-1.732269849038186,3.256076317212028,53.4369522992766,,48.79438805870443,0.3809691697824746
8774,63.00326151004003,-1.734711248090574,3.25681732278458,53.4369522992766,,48.80746904983501,0.3810175112448633
8775,62.99830933669051,-1.731961362182985,3.257554188227815,53.4369522992766,,48.82047302901048,0.3810595662798733
8776,63.01484120551707,-1.736781236837136,3.258289795053791,53.4369522992766,,48.83345868953213,0.3810953348875046
8777,63.02376350715262,-1.734096278647675,3.259027006022331,53.4369522992766,,48.84649665412672,0.3811249625869095
8778,63.02042465457306,-1.737867418504941,3.25976783254772,53.4369522992766,,48.85962604155932,0.381148507585749
8779,63.0173365737735,-1.736224402261213,3.260509143378262,53.4369522992766,,48.87278158531065,0.3811659989878535
8780,63.01928750939078,-1.737783644134785,3.26124917684696,53.4369522992766,,48.8859434599164,0.3811775532085449
8781,63.02658559018016,-1.737298627842502,3.261988581303061,53.4369522992766,,48.89912858197242,0.3811831993516535
8782,63.01161780406186,-1.737625778358216,3.262727256375057,53.4369522992766,,48.91229621049566,0.3811829956248403
8783,63.0075872057234,-1.733885719843062,3.263462947399767,53.4369522992766,,48.92535750311872,0.3811770293395966
8784,63.00883059304087,-1.73533346320605,3.264197259631101,53.4369522992766,,48.93839895769725,0.3811653004959226
8785,63.02069049954063,-1.73696330518005,3.264931877529841,53.4369522992766,,48.9514562278473,0.3811478964053094
8786,63.00413660817528,-1.735597972170237,3.265666879485082,53.4369522992766,,48.96454293689141,0.3811248752754182
8787,63.00484427158428,-1.735557721967313,3.266401496209768,53.4369522992766,,48.97763005896037,0.3810962953139096
8788,63.01116827732184,-1.735012277327456,3.267136229825379,53.4369522992766,,48.99074795553296,0.3810622147284448
8789,63.0159212731857,-1.737342277529733,3.267873703990904,53.4369522992766,,49.00391519271023,0.381022720830515
8790,63.03097216747307,-1.742433943364643,3.268610611640709,53.4369522992766,,49.01706877424066,0.3809778718277812
8791,63.02757192580745,-1.735551346551157,3.269345426246034,53.4369522992766,,49.03021708731429,0.3809276968240738
8792,63.04484883131366,-1.738547959182978,3.270079972441315,53.4369522992766,,49.04336685846501,0.3808722831308842
8793,63.0257187578009,-1.735800057152644,3.270817259581991,53.4369522992766,,49.05656367143726,0.3808116889558733
8794,63.0324820443438,-1.740268305955561,3.27155511678676,53.4369522992766,,49.06971148125957,0.3807459725067019
8795,63.01728675882967,-1.734239993894542,3.272289791200082,53.4369522992766,,49.08278905212507,0.3806751337833703
8796,63.01322714460077,-1.735838578176384,3.273020489599805,53.4369522992766,,49.09579443130279,0.3805992600973696
8797,63.00672579750948,-1.733048494043025,3.273746679030611,53.4369522992766,,49.10874261729734,0.3805184096563607
8798,63.00762887067147,-1.736659958154898,3.27447226269982,53.4369522992766,,49.1217141584029,0.3804326406680048
8799,62.99841912452365,-1.733564865646819,3.275198182665796,53.4369522992766,,49.13471620193939,0.3803420113399625
8800,63.00007241976927,-1.732026036153119,3.275924435651006,53.4369522992766,,49.14773731255187,0.3802465798798949
8801,63.02705488131739,-1.737075990837622,3.276651822381917,53.4369522992766,,49.1607919860076,0.3801463753916323
8802,63.00748883115411,-1.735870282343803,3.277383210381418,53.4369522992766,,49.17395739702827,0.3800415142904967
8803,63.00305550021923,-1.735619314857684,3.278117833732574,53.4369522992766,,49.18715343406393,0.3801285638473928
8804,63.00963226079317,-1.738024948618257,3.278851135754231,53.4369522992766,,49.20029973485511,0.3804061561822891
8805,63.01253947089215,-1.736337044272231,3.279581412701864,53.4369522992766,,49.21337483072602,0.3806768509093672
8806,63.01142205713128,-1.734993528628573,3.280308636040173,53.4369522992766,,49.2263944650268,0.3809407353401184
8807,63.00453664884727,-1.733277721876262,3.281032802123575,53.4369522992766,,49.23937660109814,0.3811978385783732
8808,62.99987505554534,-1.73552346970936,3.281755556353214,53.4369522992766,,49.25236088023392,0.3814481606241316
8809,63.01501743857438,-1.73312979275563,3.282479643915621,53.4369522992766,,49.2653766221324,0.3816917887888849
8810,63.01264346064295,-1.735993562340502,3.283207265538882,53.4369522992766,,49.2784706333218,0.3819287521764636
8811,62.99547393395268,-1.734418409270581,3.283937406538124,53.4369522992766,,49.29162100722079,0.3821591380983591
8812,62.99382926090967,-1.734726502839351,3.284667619521435,53.4369522992766,,49.30480317917432,0.3823829465545714
8813,62.99133976523696,-1.732203800072552,3.285395391356473,53.4369522992766,,49.31794084878734,0.3826002939604223
8814,62.98606784714993,-1.740631673719994,3.286119755825413,53.4369522992766,,49.33099039912771,0.3828112385235727
8815,62.9985206445473,-1.733844058364642,3.286841805413148,53.4369522992766,,49.34397525455978,0.3830157802440226
8816,63.00800666659259,-1.73078448705419,3.287564335697581,53.4369522992766,,49.35695719503327,0.3832140064332634
8817,63.00838200422491,-1.732814247900221,3.28828778710113,53.4369522992766,,49.36995893192336,0.3834059461951256
8818,62.99286704156129,-1.736008022676659,3.28901209757195,53.4369522992766,,49.38299255710107,0.3835915995296091
8819,62.98163973047695,-1.725594694925567,3.289737472909234,53.4369522992766,,49.39603365795838,0.3837710246443748
8820,62.99028731197818,-1.730378332807473,3.290460944727681,53.4369522992766,,49.40909144298134,0.3839443088509142
8821,63.02299365547568,-1.739012688142289,3.29118248516957,53.4369522992766,,49.42218002635851,0.3841114812530577
8822,63.01043670930511,-1.737926730255524,3.291905870044024,53.4369522992766,,49.43544596041551,0.3842726291622967
8823,63.01639667175682,-1.731085991480277,3.292631389698068,53.4369522992766,,49.44871043051072,0.3844277816824615
8824,63.01778986224517,-1.732629662098922,3.293358566920453,53.4369522992766,,49.46159524685328,0.3845770261250436
8825,63.01730325578913,-1.736379298605241,3.294087684514985,53.4369522992766,,49.4747282582824,0.3847203333862126
8826,63.0039340153465,-1.734356681045365,3.294815690790738,53.4369522992766,,49.48782139406052,0.3848578198812902
8827,62.99436388886873,-1.734508848082015,3.295538011410884,53.4369522992766,,49.50084538450935,0.3849894856102765
8828,63.00413477594684,-1.734215799026081,3.296254768613042,53.4369522992766,,49.51382722819807,0.3851153887808323
8829,63.00169512169647,-1.732868945726022,3.2969701221144,53.4369522992766,,49.52686342178513,0.3852355584967881
8830,63.02354760166856,-1.738924551399539,3.297686430760952,53.4369522992766,,49.54005724053743,0.3853500238619745
8831,63.00605361728755,-1.733018015781491,3.298406033791462,53.4369522992766,,49.55344439452998,0.3854589012917131
8832,63.01162748623342,-1.73522809573512,3.299128180133101,53.4369522992766,,49.56536452240057,0.3855621907860041
8833,63.00426489033242,-1.731290880787382,3.299850081323637,53.4369522992766,,49.57868272948316,0.3856600087601691
8834,63.0140959817124,-1.737499334140419,3.300569165279467,53.4369522992766,,49.59183801766694,0.3857523261103779
8835,63.00167229841581,-1.731736432204855,3.301286610012029,53.4369522992766,,49.60494790572672,0.3858392883557826
8836,63.00558187089466,-1.731246536538395,3.302002563294273,53.4369522992766,,49.61797898696764,0.3859208372887224
8837,63.00615308684371,-1.726234132597215,3.302717338620016,53.4369522992766,,49.63096182634288,0.385997089324519
8838,63.00570082399764,-1.731185414924427,3.303433196562179,53.4369522992766,,49.64395407953906,0.3860680153593421
8839,63.02400306165097,-1.733346560888383,3.304152063861027,53.4369522992766,,49.65699449479333,0.3861337027046829
8840,63.01582880569596,-1.730410693239037,3.304872927861898,53.4369522992766,,49.67010667222142,0.386194180464372
