branch,run_stamp,iteration,load_percent,momentum_urf,total_inlet_kg_s,total_outlet_kg_s,liquid_inlet_kg_s,vapour_inlet_kg_s,liquid_to_brine_kg_s,liquid_to_steam_kg_s,vapour_to_brine_kg_s,vapour_to_steam_kg_s,mass_imbalance_signed_pct,mass_imbalance_abs_pct,liquid_closure_pct,vapour_closure_pct,liquid_inventory_total_kg,liquid_inventory_y030_kg,liquid_inventory_y010_kg,brine_entry_static_pressure_pa,brine_entry_total_pressure_pa,brine_entry_pressure_margin_pa,load_label,outlet_minus_inlet_kg_s,liquid_to_brine_pct_of_liquid_inlet,liquid_to_steam_pct_of_liquid_inlet,vapour_to_brine_pct_of_vapour_inlet,vapour_to_steam_pct_of_vapour_inlet,liquid_inventory_y030_fraction_pct,liquid_inventory_y010_fraction_pct,brine_entry_static_margin_kpa,brine_entry_total_margin_kpa,solver_state,checkpoint_case,checkpoint_data,evidence_status
F03,20260820T054645Z,5000,100,0.5,198.486282,866.164449,116.846777,81.639505,773.631445,15.816817,30.810024,45.906163,336.385044,336.385044,575.626905,-6.030559,2821.068548,749.339253,698.50959,1100584.832,1239731.837,-19415.168,100%,667.678167,662.090529891124,13.536374221087845,37.73911172048385,56.23032991197092,26.56224902905124,24.7604614391667,-19.41516800000006,119.73183700000006,full-mixture,C:\Temp\03A-stage3-F03\F03-100pct-final-5000-end-iter005000-supervised-20260820T054645Z.cas.h5,C:\Temp\03A-stage3-F03\F03-100pct-final-5000-end-iter005000-supervised-20260820T054645Z.dat.h5,VALID_COMPLETED_ENDPOINT
F07,20260820T002135Z,3150,10,0.7,19.848628,31.638598,11.684678,8.163951,23.36627,0.240751,1.166768,6.864809,59.399421,59.399421,102.033996,-1.621439,353.443253,206.086659,184.707124,1120029.153,1120076.631,29.153,10%,11.78997,199.97358934495242,2.0603990970054973,14.291707532296554,84.08684716505525,58.30827360566421,52.25934359539181,0.029152999999932944,0.07663100000005216,full-mixture,C:\Temp\03A-stage3-F07\F07-10pct-resume-plus-2150-end-iter003150-20260820T002135Z.cas.h5,C:\Temp\03A-stage3-F07\F07-10pct-resume-plus-2150-end-iter003150-20260820T002135Z.dat.h5,CONFIRMED_STAGE
F07,20260820T002135Z,6150,20,0.7,39.697256,40.178483,23.369355,16.327901,22.4763,1.419722,6.143842,10.138618,1.212242,1.212242,2.253666,-0.278299,192.386313,146.448769,143.50695,1119946.087,1120468.977,-53.913,20%,0.481227,96.17852097330028,6.0751441364128365,37.627873907368745,62.093823327321736,76.12223900771984,74.59311827447932,-0.05391299999994226,0.4689769999999553,full-mixture,C:\Temp\03A-stage3-F07\F07-20pct-end-iter006150-20260820T002135Z.cas.h5,C:\Temp\03A-stage3-F07\F07-20pct-end-iter006150-20260820T002135Z.dat.h5,CONFIRMED_STAGE
F07,20260820T002135Z,9150,40,0.7,79.394513,96.110067,46.738711,32.655802,61.791603,1.77039,13.884437,18.663636,21.05379,21.05379,35.994323,-0.329892,324.161621,251.918384,247.418913,1120084.592,1122836.469,84.592,40%,16.715554,132.20647655430633,3.787845154736937,42.51751955134956,57.1525880760791,77.71382164947897,76.32578842515103,0.08459199999994599,2.836469000000041,full-mixture,C:\Temp\03A-stage3-F07\F07-40pct-end-iter009150-20260820T002135Z.cas.h5,C:\Temp\03A-stage3-F07\F07-40pct-end-iter009150-20260820T002135Z.dat.h5,VALID_COMPLETED_ENDPOINT
F09,20260820T082047Z,3000,10,0.5,19.848628,370.15838,11.684678,8.163951,358.916406,0.611192,0.0,10.630782,1764.906615,1764.906615,2976.914979,30.216152,3095.11849,2035.338948,1894.732836,1117749.654,1119827.699,-2250.346,10%,350.309752,3071.684183338214,5.230713246869104,0.0,130.21614166964008,65.7596455378353,61.21681099194364,-2.250345999999903,-0.17230099999997764,full-mixture,C:\Temp\03A-stage3-F09\F09-10pct-end-iter003000-supervised-20260820T082047Z.cas.h5,C:\Temp\03A-stage3-F09\F09-10pct-end-iter003000-supervised-20260820T082047Z.dat.h5,VALID_COMPLETED_ENDPOINT
F09,20260820T082047Z,6000,20,0.5,39.697256,284.56485,23.369355,16.327901,232.942205,36.938841,5.922225,8.76158,616.837575,616.837575,1054.85019,-10.069242,2108.039448,1077.520047,1013.832494,1120137.417,1123219.849,137.417,20%,244.867594,996.7849134047559,158.065299619951,36.27058370821822,53.660173466264894,51.114795219904245,48.09362058958965,0.13741699999989943,3.2198489999999294,full-mixture,C:\Temp\03A-stage3-F09\F09-20pct-end-iter006000-supervised-20260820T082047Z.cas.h5,C:\Temp\03A-stage3-F09\F09-20pct-end-iter006000-supervised-20260820T082047Z.dat.h5,VALID_COMPLETED_ENDPOINT
F09,20260820T082047Z,9000,40,0.5,79.394513,99.922474,46.738711,32.655802,55.947207,11.43946,14.330917,18.204891,25.855642,25.855642,44.177419,-0.367453,398.451631,229.009644,222.99862,1120543.475,1122647.987,543.475,40%,20.527961,119.70207522411133,24.475343361523173,43.884749791170336,55.747799426270404,57.47489185205519,55.96629619518359,0.5434750000000931,2.6479869999999646,full-mixture,C:\Temp\03A-stage3-F09\F09-40pct-end-iter009000-supervised-20260820T082047Z.cas.h5,C:\Temp\03A-stage3-F09\F09-40pct-end-iter009000-supervised-20260820T082047Z.dat.h5,VALID_COMPLETED_ENDPOINT
F09,20260820T082047Z,12000,80,0.5,158.789026,963.381405,93.477422,65.311604,886.663114,16.672864,23.130204,36.915223,506.705281,506.705281,866.368095,-8.063157,2449.257895,700.13203,657.99337,1099799.992,1213520.247,-20200.008,80%,804.592379,948.5318433364581,17.836247131419604,35.41515225992612,56.521690999963795,28.585476091728587,26.865009656322858,-20.200007999999915,93.52024699999997,full-mixture,C:\Temp\03A-stage3-F09\F09-80pct-end-iter012000-supervised-20260820T082047Z.cas.h5,C:\Temp\03A-stage3-F09\F09-80pct-end-iter012000-supervised-20260820T082047Z.dat.h5,VALID_COMPLETED_ENDPOINT
F09,20260820T082047Z,15000,100,0.5,198.486282,1490.222597,116.846777,81.639505,1389.555242,28.04276,23.848829,48.775765,650.793748,650.793748,1113.211044,-11.042339,2959.918598,796.01992,741.595378,1085955.224,1213697.482,-34044.776,100%,1291.736315,1189.2114422634008,23.999600776322655,29.212363548750083,59.74529732878709,26.89330444890836,25.05458692347457,-34.04477600000007,93.69748200000008,full-mixture,C:\Temp\03A-stage3-F09\F09-100pct-end-iter015000-supervised-20260820T082047Z.cas.h5,C:\Temp\03A-stage3-F09\F09-100pct-end-iter015000-supervised-20260820T082047Z.dat.h5,VALID_COMPLETED_ENDPOINT
