branch,run_stamp,iteration,load_percent,momentum_urf,total_inlet_kg_s,total_outlet_kg_s,liquid_inlet_kg_s,vapour_inlet_kg_s,liquid_to_brine_kg_s,liquid_to_steam_kg_s,vapour_to_brine_kg_s,vapour_to_steam_kg_s,mass_imbalance_signed_pct,mass_imbalance_abs_pct,liquid_closure_pct,vapour_closure_pct,liquid_inventory_total_kg,liquid_inventory_y030_kg,liquid_inventory_y010_kg,brine_entry_static_pressure_pa,brine_entry_total_pressure_pa,brine_entry_pressure_margin_pa,load_label,outlet_minus_inlet_kg_s,liquid_to_brine_pct_of_liquid_inlet,liquid_to_steam_pct_of_liquid_inlet,vapour_to_brine_pct_of_vapour_inlet,vapour_to_steam_pct_of_vapour_inlet,liquid_inventory_y030_fraction_pct,liquid_inventory_y010_fraction_pct,brine_entry_static_margin_kpa,brine_entry_total_margin_kpa,solver_state,checkpoint_case,checkpoint_data,evidence_status
F03,20260820T054645Z,5000,100,0.5,198.486282,866.164449,116.846777,81.639505,773.631445,15.816817,30.810024,45.906163,336.385044,336.385044,575.626905,-6.030559,2821.068548,749.339253,698.50959,1100584.832,1239731.837,-19415.168,100%,667.678167,662.090529891124,13.536374221087845,37.73911172048385,56.23032991197092,26.56224902905124,24.7604614391667,-19.41516800000006,119.73183700000006,full-mixture,C:\Temp\03A-stage3-F03\F03-100pct-final-5000-end-iter005000-supervised-20260820T054645Z.cas.h5,C:\Temp\03A-stage3-F03\F03-100pct-final-5000-end-iter005000-supervised-20260820T054645Z.dat.h5,VALID_COMPLETED_ENDPOINT
