diameter_um,injection,status,tracked,escaped,aborted,trapped,incomplete,evaporated,injected,inserted,failure_category,error
5.629999999999999,injection-5-micron,failed,,,,,,,,,path/version issue,Particle Tracks returned without a parseable Summary count.
