carrier_outlet_quality_percent_trend_only,domain_volume_avg_velocity_ms,domain_volume_avg_vorticity_s-1,inlet_mass_weighted_pressure_pa,iteration,liquid_imbalance_percent,liquid_liquidinlet_kgs,liquid_net_kgs,liquid_steaminlet_kgs,liquid_steamoutlet_kgs,mixture_imbalance_percent,mixture_liquidinlet_kgs,mixture_net_kgs,mixture_steaminlet_kgs,mixture_steamoutlet_kgs,outlet_area_weighted_velocity_ms,outlet_mass_weighted_pressure_pa,pressure_drop_pa,vapor_imbalance_percent,vapor_liquidinlet_kgs,vapor_net_kgs,vapor_steaminlet_kgs,vapor_steamoutlet_kgs
100.0,12.974288,49.381183,1125617.7,250,100.0,116.92,116.92,-0.0,-6.7166552e-109,58.790081473609625,116.92,116.17508,80.69,-81.434916,32.688403,1119994.9,5622.800000000047,0.9231829346883134,-0.0,-0.74491631,80.69,-81.434916
100.0,18.377047,63.256981,1133448.1,500,100.0,116.92,116.92,-0.0,-1.8490741e-40,58.79391731187692,116.92,116.18266,80.69,-81.427337,42.815437,1119949.6,13498.5,0.9137893047465608,-0.0,-0.73733659,80.69,-81.427337
100.0,21.720313,66.000454,1137555.9,750,100.0,116.92,116.92,-0.0,-4.8189632e-22,58.80073376853397,116.92,116.19613,80.69,-81.413868,44.761737,1119941.3,17614.59999999986,0.8970975957367703,-0.0,-0.72386805,80.69,-81.413868
99.99999999999997,24.54705,66.244467,1139628.9,1000,100.0,116.92,116.92,-0.0,-3.1426392e-14,58.73577248114974,116.92,116.06776,80.69,-81.542237,44.313497,1119845.3,19783.59999999986,1.056186603048705,-0.0,-0.85223697,80.69,-81.542237
99.99999999393579,27.174632,69.394429,1141037.7,1250,100.0,116.92,116.92,-0.0,-4.9397317e-09,58.77887758716663,116.92,116.15294,80.69,-81.457055,44.340652,1119950.8,21086.899999999907,0.9506199652992936,-0.0,-0.76705525,80.69,-81.457055
99.99999961830483,29.152152,69.524834,1143893.6,1500,100.0,116.92,116.92,-0.0,-3.1080658e-07,58.79360356257274,116.92,116.18204,80.69,-81.427956,47.568375,1119935.5,23958.100000000093,0.914555967282191,-0.0,-0.73795521,80.69,-81.427955
99.99992465036166,30.591587,68.444336,1146078.0,1750,99.99994868286008,116.92,116.91994,-0.0,-6.1366041e-05,58.786640352208885,116.92,116.16828,80.69,-81.441719,49.054413,1119924.8,26153.199999999953,0.9315379229148595,-0.0,-0.75165795,80.69,-81.441658
99.99902133406587,31.624769,69.711993,1147195.4,2000,99.99931577146766,116.92,116.9192,-0.0,-0.0007969382,58.79202469510653,116.92,116.17892,80.69,-81.431077,49.692885,1119925.7,27269.699999999953,0.9174357789069278,-0.0,-0.74027893,80.69,-81.430279
99.974571308801,32.221618,69.293356,1148617.3,2250,99.98227848101267,116.92,116.89928,-0.0,-0.020718309,58.76922726582663,116.92,116.13387,80.69,-81.476128,50.054076,1119916.0,28701.300000000047,0.9485609493121825,-0.0,-0.76539383,80.69,-81.455394
99.72850489856508,32.590748,69.005051,1149637.6,2500,99.8104002736914,116.92,116.69832,-0.0,-0.22167505,58.68135215829159,116.92,115.96022,80.69,-81.649784,50.265593,1119916.9,29720.700000000186,0.9146940141281448,-0.0,-0.7380666,80.69,-81.428067
99.44303546751827,32.804696,68.308089,1150305.0,2750,99.61001539514197,116.92,116.46403,-0.0,-0.4559737,58.57105915692525,116.92,115.74227,80.69,-81.867732,51.148902,1119903.8,30401.199999999953,0.8943643450241666,-0.0,-0.72166259,80.69,-81.411663
98.97097400774734,32.85721,68.882935,1150965.8,3000,99.27535066712282,116.92,116.07274,-0.0,-0.84725781,58.33403167855877,116.92,115.27388,80.69,-82.336121,51.08266,1119914.8,31051.0,0.9897654232246872,-0.0,-0.79864172,80.69,-81.488642
