passed,case,condition,scope,item,field,expected,actual,notes
PASS,Case 5,1680,dpm_injection,injection-0,injection_type,surface,surface,
PASS,Case 5,1680,dpm_injection,injection-0,surface,"[""inlet""]","[""inlet""]",
PASS,Case 5,1680,dpm_injection,injection-0,mass_flow_kgs,0.177125,0.177125,
PASS,Case 5,1680,dpm_injection,injection-0,diameter_m,3.885923e-06,3.885923e-06,
PASS,Case 5,1680,dpm_injection,injection-0,velocity_mode,face-normal,face-normal,
PASS,Case 5,1680,dpm_injection,injection-0,velocity_magnitude_ms,37.58013,37.58013,
PASS,Case 5,1680,dpm_injection,injection-1,particle_type,inert,inert,
PASS,Case 5,1680,dpm_injection,injection-1,material,water-liquid-dpm,water-liquid-dpm,
PASS,Case 5,1680,dpm_injection,injection-1,injection_type,surface,surface,
PASS,Case 5,1680,dpm_injection,injection-1,surface,"[""inlet""]","[""inlet""]",
PASS,Case 5,1680,dpm_injection,injection-1,mass_flow_kgs,0.727575,0.727575,
PASS,Case 5,1680,dpm_injection,injection-1,diameter_m,1.942962e-05,1.942962e-05,
PASS,Case 5,1680,dpm_injection,injection-1,velocity_mode,face-normal,face-normal,
PASS,Case 5,1680,dpm_injection,injection-1,velocity_magnitude_ms,37.58013,37.58013,
PASS,Case 5,1680,dpm_injection,injection-2,particle_type,inert,inert,
PASS,Case 5,1680,dpm_injection,injection-2,material,water-liquid-dpm,water-liquid-dpm,
PASS,Case 5,1680,dpm_injection,injection-2,injection_type,surface,surface,
PASS,Case 5,1680,dpm_injection,injection-2,surface,"[""inlet""]","[""inlet""]",
PASS,Case 5,1680,dpm_injection,injection-2,mass_flow_kgs,0.9047,0.9047,
PASS,Case 5,1680,dpm_injection,injection-2,diameter_m,3.885923e-05,3.885923e-05,
PASS,Case 5,1680,dpm_injection,injection-2,velocity_mode,face-normal,face-normal,
PASS,Case 5,1680,dpm_injection,injection-2,velocity_magnitude_ms,37.58013,37.58013,
PASS,Case 5,1680,dpm_injection,injection-3,particle_type,inert,inert,
PASS,Case 5,1680,dpm_injection,injection-3,material,water-liquid-dpm,water-liquid-dpm,
PASS,Case 5,1680,dpm_injection,injection-3,injection_type,surface,surface,
PASS,Case 5,1680,dpm_injection,injection-3,surface,"[""inlet""]","[""inlet""]",
PASS,Case 5,1680,dpm_injection,injection-3,mass_flow_kgs,1.8203,1.8203,
PASS,Case 5,1680,dpm_injection,injection-3,diameter_m,7.771846e-05,7.771846e-05,
PASS,Case 5,1680,dpm_injection,injection-3,velocity_mode,face-normal,face-normal,
PASS,Case 5,1680,dpm_injection,injection-3,velocity_magnitude_ms,37.58013,37.58013,
PASS,Case 5,1680,dpm_injection,injection-4,particle_type,inert,inert,
PASS,Case 5,1680,dpm_injection,injection-4,material,water-liquid-dpm,water-liquid-dpm,
PASS,Case 5,1680,dpm_injection,injection-4,injection_type,surface,surface,
PASS,Case 5,1680,dpm_injection,injection-4,surface,"[""inlet""]","[""inlet""]",
PASS,Case 5,1680,dpm_injection,injection-4,mass_flow_kgs,1.8203,1.8203,
PASS,Case 5,1680,dpm_injection,injection-4,diameter_m,0.0001165777,0.0001165777,
PASS,Case 5,1680,dpm_injection,injection-4,velocity_mode,face-normal,face-normal,
PASS,Case 5,1680,dpm_injection,injection-4,velocity_magnitude_ms,37.58013,37.58013,
PASS,Case 5,1680,dpm_injection,injection-5,particle_type,inert,inert,
PASS,Case 5,1680,dpm_injection,injection-5,material,water-liquid-dpm,water-liquid-dpm,
PASS,Case 5,1680,dpm_injection,injection-5,injection_type,surface,surface,
PASS,Case 5,1680,dpm_injection,injection-5,surface,"[""inlet""]","[""inlet""]",
PASS,Case 5,1680,dpm_injection,injection-5,mass_flow_kgs,21.8,21.8,
PASS,Case 5,1680,dpm_injection,injection-5,diameter_m,0.0002409272,0.0002409272,
PASS,Case 5,1680,dpm_injection,injection-5,velocity_mode,face-normal,face-normal,
PASS,Case 5,1680,dpm_injection,injection-5,velocity_magnitude_ms,37.58013,37.58013,
PASS,Case 5,1680,dpm_injection,injection-6,particle_type,inert,inert,
PASS,Case 5,1680,dpm_injection,injection-6,material,water-liquid-dpm,water-liquid-dpm,
PASS,Case 5,1680,dpm_injection,injection-6,injection_type,surface,surface,
PASS,Case 5,1680,dpm_injection,injection-6,surface,"[""inlet""]","[""inlet""]",
PASS,Case 5,1680,dpm_injection,injection-6,mass_flow_kgs,27.25,27.25,
PASS,Case 5,1680,dpm_injection,injection-6,diameter_m,0.0003885923,0.0003885923,
PASS,Case 5,1680,dpm_injection,injection-6,velocity_mode,face-normal,face-normal,
PASS,Case 5,1680,dpm_injection,injection-6,velocity_magnitude_ms,37.58013,37.58013,
PASS,Case 5,1680,dpm_injection,injection-7,particle_type,inert,inert,
PASS,Case 5,1680,dpm_injection,injection-7,material,water-liquid-dpm,water-liquid-dpm,
PASS,Case 5,1680,dpm_injection,injection-7,injection_type,surface,surface,
PASS,Case 5,1680,dpm_injection,injection-7,surface,"[""inlet""]","[""inlet""]",
PASS,Case 5,1680,dpm_injection,injection-7,mass_flow_kgs,27.25,27.25,
PASS,Case 5,1680,dpm_injection,injection-7,diameter_m,0.0005828885,0.0005828885,
PASS,Case 5,1680,dpm_injection,injection-7,velocity_mode,face-normal,face-normal,
PASS,Case 5,1680,dpm_injection,injection-7,velocity_magnitude_ms,37.58013,37.58013,
PASS,Case 5,1680,dpm_injection,injection-8,particle_type,inert,inert,
PASS,Case 5,1680,dpm_injection,injection-8,material,water-liquid-dpm,water-liquid-dpm,
PASS,Case 5,1680,dpm_injection,injection-8,injection_type,surface,surface,
PASS,Case 5,1680,dpm_injection,injection-8,surface,"[""inlet""]","[""inlet""]",
PASS,Case 5,1680,dpm_injection,injection-8,mass_flow_kgs,27.25,27.25,
PASS,Case 5,1680,dpm_injection,injection-8,diameter_m,0.001126918,0.001126918,
PASS,Case 5,1680,dpm_injection,injection-8,velocity_mode,face-normal,face-normal,
PASS,Case 5,1680,dpm_injection,injection-8,velocity_magnitude_ms,37.58013,37.58013,
PASS,Case 6,1760,materials,inert_particle,water-liquid-dpm,present,present,
PASS,Case 6,1760,boundary_conditions,inlet,phase-1_gas_mass_flow_kgs,96.52,96.52,
PASS,Case 6,1760,boundary_conditions,inlet,phase-2_liquid_mass_flow_kgs,101.09,101.09,
PASS,Case 6,1760,dpm_injection,all,expected_injection_count,9,9,"available=['injection-0', 'injection-1', 'injection-2', 'injection-3', 'injection-4', 'injection-5', 'injection-6', 'injection-7', 'injection-8']"
PASS,Case 6,1760,dpm_injection,injection-0,particle_type,inert,inert,
PASS,Case 6,1760,dpm_injection,injection-0,material,water-liquid-dpm,water-liquid-dpm,
PASS,Case 6,1760,dpm_injection,injection-0,injection_type,surface,surface,
PASS,Case 6,1760,dpm_injection,injection-0,surface,"[""inlet""]","[""inlet""]",
PASS,Case 6,1760,dpm_injection,injection-0,mass_flow_kgs,0.164271,0.164271,
PASS,Case 6,1760,dpm_injection,injection-0,diameter_m,3.53709e-06,3.53709e-06,
PASS,Case 6,1760,dpm_injection,injection-0,velocity_mode,face-normal,face-normal,
PASS,Case 6,1760,dpm_injection,injection-0,velocity_magnitude_ms,40.934817,40.934817,
PASS,Case 6,1760,dpm_injection,injection-1,particle_type,inert,inert,
PASS,Case 6,1760,dpm_injection,injection-1,material,water-liquid-dpm,water-liquid-dpm,
PASS,Case 6,1760,dpm_injection,injection-1,injection_type,surface,surface,
PASS,Case 6,1760,dpm_injection,injection-1,surface,"[""inlet""]","[""inlet""]",
PASS,Case 6,1760,dpm_injection,injection-1,mass_flow_kgs,0.674776,0.674776,
PASS,Case 6,1760,dpm_injection,injection-1,diameter_m,1.768545e-05,1.768545e-05,
PASS,Case 6,1760,dpm_injection,injection-1,velocity_mode,face-normal,face-normal,
PASS,Case 6,1760,dpm_injection,injection-1,velocity_magnitude_ms,40.934817,40.934817,
PASS,Case 6,1760,dpm_injection,injection-2,particle_type,inert,inert,
PASS,Case 6,1760,dpm_injection,injection-2,material,water-liquid-dpm,water-liquid-dpm,
PASS,Case 6,1760,dpm_injection,injection-2,injection_type,surface,surface,
PASS,Case 6,1760,dpm_injection,injection-2,surface,"[""inlet""]","[""inlet""]",
PASS,Case 6,1760,dpm_injection,injection-2,mass_flow_kgs,0.839047,0.839047,
PASS,Case 6,1760,dpm_injection,injection-2,diameter_m,3.53709e-05,3.53709e-05,
PASS,Case 6,1760,dpm_injection,injection-2,velocity_mode,face-normal,face-normal,
PASS,Case 6,1760,dpm_injection,injection-2,velocity_magnitude_ms,40.934817,40.934817,
PASS,Case 6,1760,dpm_injection,injection-3,particle_type,inert,inert,
PASS,Case 6,1760,dpm_injection,injection-3,material,water-liquid-dpm,water-liquid-dpm,
PASS,Case 6,1760,dpm_injection,injection-3,injection_type,surface,surface,
PASS,Case 6,1760,dpm_injection,injection-3,surface,"[""inlet""]","[""inlet""]",
PASS,Case 6,1760,dpm_injection,injection-3,mass_flow_kgs,1.688203,1.688203,
PASS,Case 6,1760,dpm_injection,injection-3,diameter_m,7.074181e-05,7.074181e-05,
PASS,Case 6,1760,dpm_injection,injection-3,velocity_mode,face-normal,face-normal,
PASS,Case 6,1760,dpm_injection,injection-3,velocity_magnitude_ms,40.934817,40.934817,
PASS,Case 6,1760,dpm_injection,injection-4,particle_type,inert,inert,
PASS,Case 6,1760,dpm_injection,injection-4,material,water-liquid-dpm,water-liquid-dpm,
PASS,Case 6,1760,dpm_injection,injection-4,injection_type,surface,surface,
PASS,Case 6,1760,dpm_injection,injection-4,surface,"[""inlet""]","[""inlet""]",
PASS,Case 6,1760,dpm_injection,injection-4,mass_flow_kgs,1.688203,1.688203,
PASS,Case 6,1760,dpm_injection,injection-4,diameter_m,0.0001061127,0.0001061127,
PASS,Case 6,1760,dpm_injection,injection-4,velocity_mode,face-normal,face-normal,
PASS,Case 6,1760,dpm_injection,injection-4,velocity_magnitude_ms,40.934817,40.934817,
PASS,Case 6,1760,dpm_injection,injection-5,particle_type,inert,inert,
PASS,Case 6,1760,dpm_injection,injection-5,material,water-liquid-dpm,water-liquid-dpm,
PASS,Case 6,1760,dpm_injection,injection-5,injection_type,surface,surface,
PASS,Case 6,1760,dpm_injection,injection-5,surface,"[""inlet""]","[""inlet""]",
PASS,Case 6,1760,dpm_injection,injection-5,mass_flow_kgs,20.218,20.218,
PASS,Case 6,1760,dpm_injection,injection-5,diameter_m,0.0002192996,0.0002192996,
PASS,Case 6,1760,dpm_injection,injection-5,velocity_mode,face-normal,face-normal,
PASS,Case 6,1760,dpm_injection,injection-5,velocity_magnitude_ms,40.934817,40.934817,
PASS,Case 6,1760,dpm_injection,injection-6,particle_type,inert,inert,
PASS,Case 6,1760,dpm_injection,injection-6,material,water-liquid-dpm,water-liquid-dpm,
PASS,Case 6,1760,dpm_injection,injection-6,injection_type,surface,surface,
PASS,Case 6,1760,dpm_injection,injection-6,surface,"[""inlet""]","[""inlet""]",
PASS,Case 6,1760,dpm_injection,injection-6,mass_flow_kgs,25.2725,25.2725,
PASS,Case 6,1760,dpm_injection,injection-6,diameter_m,0.000353709,0.000353709,
PASS,Case 6,1760,dpm_injection,injection-6,velocity_mode,face-normal,face-normal,
PASS,Case 6,1760,dpm_injection,injection-6,velocity_magnitude_ms,40.934817,40.934817,
PASS,Case 6,1760,dpm_injection,injection-7,particle_type,inert,inert,
PASS,Case 6,1760,dpm_injection,injection-7,material,water-liquid-dpm,water-liquid-dpm,
PASS,Case 6,1760,dpm_injection,injection-7,injection_type,surface,surface,
PASS,Case 6,1760,dpm_injection,injection-7,surface,"[""inlet""]","[""inlet""]",
PASS,Case 6,1760,dpm_injection,injection-7,mass_flow_kgs,25.2725,25.2725,
PASS,Case 6,1760,dpm_injection,injection-7,diameter_m,0.0005305636,0.0005305636,
PASS,Case 6,1760,dpm_injection,injection-7,velocity_mode,face-normal,face-normal,
PASS,Case 6,1760,dpm_injection,injection-7,velocity_magnitude_ms,40.934817,40.934817,
PASS,Case 6,1760,dpm_injection,injection-8,particle_type,inert,inert,
PASS,Case 6,1760,dpm_injection,injection-8,material,water-liquid-dpm,water-liquid-dpm,
PASS,Case 6,1760,dpm_injection,injection-8,injection_type,surface,surface,
PASS,Case 6,1760,dpm_injection,injection-8,surface,"[""inlet""]","[""inlet""]",
PASS,Case 6,1760,dpm_injection,injection-8,mass_flow_kgs,25.2725,25.2725,
PASS,Case 6,1760,dpm_injection,injection-8,diameter_m,0.001025756,0.001025756,
PASS,Case 6,1760,dpm_injection,injection-8,velocity_mode,face-normal,face-normal,
PASS,Case 6,1760,dpm_injection,injection-8,velocity_magnitude_ms,40.934817,40.934817,
