case,enthalpy_kJkg,iterations_completed,liquid_mass_flow_kgs,gas_mass_flow_kgs,dpm_injected_mass_flow_kgs,escaped_kgs,trapped_kgs,incomplete_kgs,escaped_zone_names,trapped_zone_names,incomplete_zone_names,escaped_zone_breakdown,trapped_zone_breakdown,incomplete_zone_breakdown,escaped_count,trapped_count,incomplete_count
Case 1,1600 -25%,1500,87.69,60.52,87.69,1.343,27.14,59.21,steam_outlet,fluid_outlet,,"[{""fate"":""escaped"",""zone_name"":""steam_outlet"",""zone_id"":""7"",""count"":23877.0,""mass_flow_kgs"":1.343}]","[{""fate"":""trapped"",""zone_name"":""fluid_outlet"",""zone_id"":""8"",""count"":18966.0,""mass_flow_kgs"":27.14}]","[{""fate"":""incomplete"",""zone_name"":"""",""zone_id"":"""",""count"":35457.0,""mass_flow_kgs"":59.21}]",23877,18966,35457
Case 2,1440,1500,132.76,64.85,132.76,2.11,40.43,90.22,steam_outlet,fluid_outlet,,"[{""fate"":""escaped"",""zone_name"":""steam_outlet"",""zone_id"":""7"",""count"":24228.0,""mass_flow_kgs"":2.11}]","[{""fate"":""trapped"",""zone_name"":""fluid_outlet"",""zone_id"":""8"",""count"":18787.0,""mass_flow_kgs"":40.43}]","[{""fate"":""incomplete"",""zone_name"":"""",""zone_id"":"""",""count"":35285.0,""mass_flow_kgs"":90.22}]",24228,18787,35285
Case 3,1520,1500,124.84,72.77,124.84,1.921,35.83,87.09,steam_outlet,fluid_outlet,,"[{""fate"":""escaped"",""zone_name"":""steam_outlet"",""zone_id"":""7"",""count"":24131.0,""mass_flow_kgs"":1.921}]","[{""fate"":""trapped"",""zone_name"":""fluid_outlet"",""zone_id"":""8"",""count"":17679.0,""mass_flow_kgs"":35.83}]","[{""fate"":""incomplete"",""zone_name"":"""",""zone_id"":"""",""count"":36490.0,""mass_flow_kgs"":87.09}]",24131,17679,36490
Case 4,1600,1500,116.92,80.69,116.92,2.005,32.23,82.68,steam_outlet,fluid_outlet,,"[{""fate"":""escaped"",""zone_name"":""steam_outlet"",""zone_id"":""7"",""count"":25267.0,""mass_flow_kgs"":2.005}]","[{""fate"":""trapped"",""zone_name"":""fluid_outlet"",""zone_id"":""8"",""count"":16737.0,""mass_flow_kgs"":32.23}]","[{""fate"":""incomplete"",""zone_name"":"""",""zone_id"":"""",""count"":36296.0,""mass_flow_kgs"":82.68}]",25267,16737,36296
Case 5,1680,1500,109,88.61,109,1.905,28.99,78.11,steam_outlet,fluid_outlet,,"[{""fate"":""escaped"",""zone_name"":""steam_outlet"",""zone_id"":""7"",""count"":25520.0,""mass_flow_kgs"":1.905}]","[{""fate"":""trapped"",""zone_name"":""fluid_outlet"",""zone_id"":""8"",""count"":16062.0,""mass_flow_kgs"":28.99}]","[{""fate"":""incomplete"",""zone_name"":"""",""zone_id"":"""",""count"":36718.0,""mass_flow_kgs"":78.11}]",25520,16062,36718
Case 6,1760,1500,101.09,96.52,101.09,1.7,26.23,73.16,steam_outlet,fluid_outlet,,"[{""fate"":""escaped"",""zone_name"":""steam_outlet"",""zone_id"":""7"",""count"":25241.0,""mass_flow_kgs"":1.7}]","[{""fate"":""trapped"",""zone_name"":""fluid_outlet"",""zone_id"":""8"",""count"":15564.0,""mass_flow_kgs"":26.23}]","[{""fate"":""incomplete"",""zone_name"":"""",""zone_id"":"""",""count"":37495.0,""mass_flow_kgs"":73.16}]",25241,15564,37495
