carrier_outlet_quality_percent_trend_only,domain_volume_avg_velocity_ms,domain_volume_avg_vorticity_s-1,inlet_mass_weighted_pressure_pa,iteration,liquid_imbalance_percent,liquid_liquidinlet_kgs,liquid_net_kgs,liquid_steaminlet_kgs,liquid_steamoutlet_kgs,mixture_imbalance_percent,mixture_liquidinlet_kgs,mixture_net_kgs,mixture_steaminlet_kgs,mixture_steamoutlet_kgs,outlet_area_weighted_velocity_ms,outlet_mass_weighted_pressure_pa,pressure_drop_pa,vapor_imbalance_percent,vapor_liquidinlet_kgs,vapor_net_kgs,vapor_steaminlet_kgs,vapor_steamoutlet_kgs
100.0,10.119617,36.644604,1126042.6,250,100.0,116.92,116.92,-0.0,-8.8541353e-217,58.78673144071656,116.92,116.16846,80.69,-81.44154,32.723858,1119986.3,6056.300000000047,0.9313917709753378,-0.0,-0.75154002,80.69,-81.44154
100.0,14.21346,57.977575,1126802.8,500,100.0,116.92,116.92,-0.0,-2.8499844e-155,58.78606851879965,116.92,116.16715,80.69,-81.442853,33.586688,1119990.4,6812.40000000014,0.9330187135952411,-0.0,-0.7528528,80.69,-81.442853
100.0,17.060408,65.850344,1131876.3,750,100.0,116.92,116.92,-0.0,-1.7250308e-78,58.78428217195485,116.92,116.16362,80.69,-81.446377,39.169723,1119969.0,11907.300000000047,0.9373867889453463,-0.0,-0.7563774,80.69,-81.446377
100.0,19.116513,70.11781,1135331.2,1000,100.0,116.92,116.92,-0.0,-7.701989e-48,58.78077020393704,116.92,116.15668,80.69,-81.453323,42.415535,1119954.3,15376.899999999907,0.9459950923286652,-0.0,-0.76332344,80.69,-81.453323
100.0,20.477005,69.848327,1137291.3,1250,100.0,116.92,116.92,-0.0,-1.2970147e-32,58.77582612215981,116.92,116.14691,80.69,-81.463087,42.759816,1119944.2,17347.100000000093,0.9580950055768993,-0.0,-0.77308686,80.69,-81.463087
99.99999999999993,22.196168,70.480044,1141733.7,1500,100.0,116.92,116.92,-0.0,-5.4618162e-14,58.78058296644907,116.92,116.15631,80.69,-81.453688,43.546485,1119924.1,21809.59999999986,0.9464469450985252,-0.0,-0.76368804,80.69,-81.453688
99.99999999999417,24.14408,77.850078,1142572.8,1750,100.0,116.92,116.92,-0.0,-4.7408663e-12,58.766175800819795,116.92,116.12784,80.69,-81.482158,42.797028,1119928.7,22644.100000000093,0.9817305738009667,-0.0,-0.7921584,80.69,-81.482158
99.99999999710128,25.901224,80.817966,1143162.6,2000,100.0,116.92,116.92,-0.0,-2.360937e-09,58.78354334294823,116.92,116.16216,80.69,-81.447838,43.078471,1119930.6,23232.0,0.9391966290742348,-0.0,-0.75783776,80.69,-81.447838
99.99999991109178,27.435778,81.391492,1143933.7,2250,100.0,116.92,116.92,-0.0,-7.2412458e-08,58.78432265573604,116.92,116.1637,80.69,-81.446299,44.084773,1119926.6,24007.09999999986,0.937289676539844,-0.0,-0.75629904,80.69,-81.446299
99.99965110248081,28.789757,81.687077,1145044.6,2500,99.99976052001368,116.92,116.91972,-0.0,-0.00028425354,58.77135266433885,116.92,116.13807,80.69,-81.471929,44.090155,1119926.9,25117.700000000186,0.9687007188003469,-0.0,-0.78164461,80.69,-81.471645
99.99867532828503,29.917215,81.179005,1146156.6,2750,99.99907629148134,116.92,116.91892,-0.0,-0.0010788518,58.786012853600525,116.92,116.16704,80.69,-81.442956,45.475631,1119922.1,26234.5,0.9318095798735903,-0.0,-0.75187715,80.69,-81.441877
99.99990236199982,30.812358,82.390877,1147571.2,3000,99.99993157714677,116.92,116.91992,-0.0,-7.9523657e-05,58.783745761854156,116.92,116.16256,80.69,-81.447445,46.235079,1119911.9,27659.300000000047,0.9386114388400051,-0.0,-0.75736557,80.69,-81.447366
