branch,run_stamp,iteration,load_percent,momentum_urf,evidence_status,total_inlet_kg_s,total_outlet_kg_s,total_brine_outlet_kg_s,total_steam_outlet_kg_s,mass_imbalance_signed_pct,mass_imbalance_abs_pct,liquid_inventory_total_kg,liquid_inventory_y030_kg,liquid_inventory_y010_kg,brine_entry_static_pressure_margin_kpa,brine_entry_total_pressure_margin_kpa,liquid_to_brine_fraction_pct,liquid_to_steam_fraction_pct,vapour_to_brine_fraction_pct,vapour_to_steam_fraction_pct
F05,20260820T013223Z,3000,100,0.3,VALID_COMPLETED_ENDPOINT,198.486282,170.030407,116.712775,53.317632,-14.336444,14.336444,317.751712,172.354358,166.299038,1.403541,10.056142999999924,69.65495933191208,5.906943415307039,43.26728830607192,56.85428763929914
F06,20260820T013223Z,6000,100,0.3,VALID_COMPLETED_ENDPOINT,198.486282,169.939714,120.603387,49.336327,-14.382137,14.382137,376.626583,251.879588,245.693393,1.561185,10.960370000000111,71.39330937643236,4.17071923173371,45.54486948444874,54.462574215754984
F11,20260820T013223Z,3000,10,0.3,RAW_READBACK_LEGACY_REPORT_CONFLICT,19.848628,194.251385,104.740975,89.51041,878.664031,878.664031,11383.446688,4690.475804,4179.590209,-0.02159,0.39319699999992735,896.3958527569181,694.0917584549612,7.349382670229158e-05,102.98963087848028
F11,20260820T013223Z,6000,20,0.3,RAW_READBACK,39.697256,138.001329,49.477729000000004,88.5236,247.634424,247.634424,8067.212354,4714.406548,4211.899858,0.746104,0.8779839999999385,211.71164116425123,311.84861969874646,0.012763428685658983,95.82731423959515
F11,20260820T013223Z,9000,40,0.3,RAW_READBACK,79.394513,83.418862,55.589986,27.828876,5.0688,5.0688,815.362892,733.814791,730.352108,0.045149,1.1394240000001155,99.94501346004172,9.069875718224235,27.183454260287345,72.23749396814692
F11,20260820T013223Z,12000,80,0.3,RAW_READBACK,158.789026,157.84118,116.58993000000001,41.251251,-0.596921,0.596921,471.577915,366.379204,360.822977,1.673039,6.768644000000087,95.77727550081559,3.367583243791212,41.43184417886904,58.34081337215359
F11,20260820T013223Z,15000,100,0.3,RAW_READBACK,198.486282,173.919033,120.73272,53.186313999999996,-12.377303,12.377303,345.365472,194.153906,187.792881,1.690391,10.554789000000106,72.58589853958915,6.3639727093200005,43.99639243280566,56.03931209529014
