branch,run_stamp,iteration,load_percent,momentum_urf,evidence_status,total_inlet_kg_s,total_outlet_kg_s,mass_imbalance_signed_pct,mass_imbalance_abs_pct,liquid_inventory_total_kg,liquid_inventory_y030_kg,liquid_inventory_y010_kg,brine_entry_static_pressure_margin_kpa,brine_entry_total_pressure_margin_kpa,liquid_to_brine_fraction_pct,liquid_to_steam_fraction_pct,vapour_to_brine_fraction_pct,vapour_to_steam_fraction_pct
F06,20260820T013223Z,6000,100,0.3,VALID_COMPLETED_ENDPOINT,198.486282,169.939714,-14.382137,14.382137,376.626583,251.879588,245.693393,1.561185,10.960370000000111,71.39330937643236,4.17071923173371,45.54486948444874,54.462574215754984
