index,diameter_um,injection,material,particle_type,status,tracked,escaped,aborted,trapped,incomplete,evaporated,injected,inserted,failure_category,error
0,5.629999999999999,injection-5-micron,water-liquid,inert,failed,,,,,,,,,path/version issue,Particle Tracks returned without a parseable Summary count.
