branch,run_stamp,iteration,load_percent,momentum_urf,evidence_status,total_inlet_kg_s,total_outlet_kg_s,mass_imbalance_signed_pct,mass_imbalance_abs_pct,liquid_inventory_total_kg,liquid_inventory_y030_kg,liquid_inventory_y010_kg,brine_entry_static_pressure_margin_kpa,brine_entry_total_pressure_margin_kpa,liquid_to_brine_fraction_pct,liquid_to_steam_fraction_pct,vapour_to_brine_fraction_pct,vapour_to_steam_fraction_pct
F05,20260820T013223Z,3000,100,0.3,VALID_COMPLETED_ENDPOINT,198.486282,170.030407,-14.336444,14.336444,317.751712,172.354358,166.299038,1.403541,10.056142999999924,69.65495933191208,5.906943415307039,43.26728830607192,56.85428763929914
